Name,Type,State,City,Zip,Region,isPublic,Institution_Control,Photo,Rank,ACT_Average,Aid,Acceptance Rate,Tuition,GPA_Average,Engineering Reputation Score,Parent_Rank,Enrollment,Business Reputation Score,SAT,Cost After Aid,SAT_Range,ACT_Range,Blurb
University of Pittsburgh at Johnstown,regional-colleges-north,PA,Johnstown,15904,north,True,public,N/A,13,19,N/A,96,N/A,N/A,2.4,N/A,1936,N/A,1040,N/A,1040-1255,19-32,"University of Pittsburgh at Johnstown is a public institution that was founded in 1927. It has a total undergraduate enrollment of 1,936 (fall 2023), its setting is city, and the campus size is 655 acres. It utilizes a semester-based academic calendar. University of Pittsburgh at Johnstown's ranking in the 2025 edition of Best Colleges is Regional Colleges North, #13. "
University of Portland,regional-universities-west,OR,Portland,97203,west,True,private,https://www.usnews.com/dims4/USNEWS/14f7950/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Ff5%2Fed6cf7c8e4831e31fb39110480c7ef%2Fcollege-photo_35505.jpg,2,25,46,95,58100,3.6,3.1,N/A,3136,2.6,1190,37651.0,1190-1356,25-30,"University of Portland is a private institution that was founded in 1901. It has a total undergraduate enrollment of 3,136 (fall 2023), its setting is urban, and the campus size is 108 acres. It utilizes a semester-based academic calendar. University of Portland's ranking in the 2025 edition of Best Colleges is Regional Universities West, #2. Its tuition and fees are $58,100."
University of Providence,regional-universities-west,MT,Great Falls,59401,west,True,private,https://www.usnews.com/dims4/USNEWS/add2819/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F05%2Fcf%2F15d740fe4f95a3c6bfad473cf96d%2Fu-providence-hero-image.jpg,93,17,N/A,64,N/A,3.3,N/A,N/A,562,N/A,720,N/A,720-740,17-22,"University of Providence is a private institution that was founded in 1932. It has a total undergraduate enrollment of 562 (fall 2023), and the campus size is 44 acres. It utilizes a semester-based academic calendar. University of Providence's ranking in the 2025 edition of Best Colleges is Regional Universities West, #93. "
University of Puerto Rico--Aguadilla,regional-colleges-south,PR,Aguadilla,00604,south,True,public,N/A,51,N/A,N/A,82,N/A,N/A,N/A,N/A,1898,N/A,806,N/A,806-1057,N/A,"University of Puerto Rico--Aguadilla is a public institution that was founded in 1972. It has a total undergraduate enrollment of 1,898 (fall 2023), and the campus size is 35 acres. It utilizes a semester-based academic calendar. University of Puerto Rico--Aguadilla's ranking in the 2025 edition of Best Colleges is Regional Colleges South, #51. "
University of Puerto Rico--Arecibo,regional-colleges-south,PR,Arecibo,00614,south,True,public,N/A,34,N/A,N/A,62,N/A,N/A,N/A,N/A,2822,N/A,N/A,N/A,N/A,N/A,"University of Puerto Rico--Arecibo is a public institution that was founded in 1967. It has a total undergraduate enrollment of 2,822 (fall 2023), and the campus size is 50 acres.  University of Puerto Rico--Arecibo's ranking in the 2025 edition of Best Colleges is Regional Colleges South, #34. "
University of Puerto Rico--Bayamon,regional-colleges-south,PR,Bayamon,00959,south,True,public,N/A,81,N/A,N/A,93,N/A,N/A,N/A,N/A,3022,N/A,N/A,N/A,N/A,N/A,"University of Puerto Rico--Bayamon is a public institution that was founded in 1971. It has a total undergraduate enrollment of 3,022 (fall 2022), and the campus size is 74 acres.  University of Puerto Rico--Bayamon's ranking in the 2025 edition of Best Colleges is Regional Colleges South, #81. "
University of Puerto Rico--Cayey,national-liberal-arts-colleges,PR,Cayey,00736,N/A,True,public,N/A,162,N/A,N/A,49,N/A,N/A,N/A,N/A,2216,N/A,912,N/A,912-1134,N/A,"University of Puerto Rico--Cayey is a public institution that was founded in 1967. It has a total undergraduate enrollment of 2,216 (fall 2022), and the campus size is 145 acres.  University of Puerto Rico--Cayey's ranking in the 2025 edition of Best Colleges is National Liberal Arts Colleges, #162. "
University of Puerto Rico--Humacao,regional-colleges-south,PR,Humacao,00792,south,True,public,N/A,39,N/A,N/A,52,N/A,N/A,N/A,N/A,2634,N/A,N/A,N/A,N/A,N/A,"University of Puerto Rico--Humacao is a public institution that was founded in 1962. It has a total undergraduate enrollment of 2,634 (fall 2022), and the campus size is 60 acres.  University of Puerto Rico--Humacao's ranking in the 2025 edition of Best Colleges is Regional Colleges South, #39. "
University of Puerto Rico--Mayaguez,regional-universities-south,PR,Mayaguez,00681,south,True,public,N/A,48,N/A,N/A,54,N/A,N/A,3.1,N/A,10201,N/A,N/A,N/A,N/A,N/A,"University of Puerto Rico--Mayaguez is a public institution that was founded in 1911. It has a total undergraduate enrollment of 10,201 (fall 2022), and the campus size is 315 acres.  University of Puerto Rico--Mayaguez's ranking in the 2025 edition of Best Colleges is Regional Universities South, #48. "
University of Puerto Rico--Ponce,regional-colleges-south,PR,Ponce,00732,south,True,public,N/A,30,N/A,N/A,54,N/A,N/A,N/A,N/A,2221,N/A,N/A,N/A,N/A,N/A,"University of Puerto Rico--Ponce is a public institution that was founded in 1970. It has a total undergraduate enrollment of 2,221 (fall 2022), and the campus size is 86 acres.  University of Puerto Rico--Ponce's ranking in the 2025 edition of Best Colleges is Regional Colleges South, #30. "
University of Puerto Rico--Rio Piedras,national-universities,PR,Rio Piedras,00931,N/A,True,public,N/A,329,N/A,N/A,52,N/A,N/A,N/A,N/A,9212,2.0,N/A,N/A,N/A,N/A,"University of Puerto Rico--Rio Piedras is a public institution that was founded in 1903.   University of Puerto Rico--Rio Piedras' ranking in the 2025 edition of Best Colleges is National Universities, #329. "
University of Puerto Rico--Utuado,regional-colleges-south,PR,Utuado,00641,south,True,public,N/A,-1,N/A,N/A,68,N/A,N/A,N/A,N/A,346,N/A,N/A,N/A,N/A,N/A,"University of Puerto Rico--Utuado is a public institution that was founded in 1978. It has a total undergraduate enrollment of 346 (fall 2022), and the campus size is 115 acres.  University of Puerto Rico--Utuado's ranking in the 2025 edition of Best Colleges is Regional Colleges South, #88-97. "
University of Puget Sound,national-liberal-arts-colleges,WA,Tacoma,98416,N/A,True,private,https://www.usnews.com/dims4/USNEWS/24a6756/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fa5%2F7e348b9d1e0a2999e48531ec036497%2Fcollege-photo_5240.jpg,95,27,54,76,62898,3.6,N/A,N/A,1632,N/A,1185,35890.0,1185-1390,27-31,"University of Puget Sound is a private institution that was founded in 1888. It has a total undergraduate enrollment of 1,632 (fall 2023), its setting is city, and the campus size is 97 acres. It utilizes a semester-based academic calendar. University of Puget Sound's ranking in the 2025 edition of Best Colleges is National Liberal Arts Colleges, #95. Its tuition and fees are $62,898."
University of Redlands,regional-universities-west,CA,Redlands,92373,west,True,private,https://www.usnews.com/dims4/USNEWS/b4b09b8/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fe4%2Ff9520dfac71ca3e3ae97e76e1cf0fb%2Fcollege-photo_30381.jpg,8,26,81,81,60578,2.6,N/A,N/A,2112,N/A,1075,38636.0,1075-1310,26-31,"University of Redlands is a private institution that was founded in 1907. It has a total undergraduate enrollment of 2,112 (fall 2023), its setting is suburban, and the campus size is 160 acres. It utilizes a 4-1-4-based academic calendar. University of Redlands' ranking in the 2025 edition of Best Colleges is Regional Universities West, #8. Its tuition and fees are $60,578."
University of Rhode Island,national-universities,RI,Kingston,02881,N/A,True,public,https://www.usnews.com/dims4/USNEWS/40056ae/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F2e%2F59556432de86ff4f1ed552cdbfca20%2Fcollege-photo_1461.jpg,152,26,69,77,37146,3.6,2.3,N/A,13904,2.8,1030,41499.0,1030-1270,26-31,"University of Rhode Island is a public institution that was founded in 1892. It has a total undergraduate enrollment of 13,904 (fall 2023), and the campus size is 1,245 acres. It utilizes a semester-based academic calendar. University of Rhode Island's ranking in the 2025 edition of Best Colleges is National Universities, #152. Its in-state tuition and fees are $16,942; out-of-state tuition and fees are $37,146."
University of Richmond,national-liberal-arts-colleges,VA,Univ. of Richmond,23173,N/A,True,private,https://www.usnews.com/dims4/USNEWS/d98b7f4/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fce%2F06%2F44db7f674e0b977381c6c2d9880b%2Forigstudentconnect-college.jpg,22,32,36,23,65230,3.8,N/A,N/A,3054,3.1,1410,26394.0,1410-1530,32-34,"University of Richmond is a private institution that was founded in 1830. It has a total undergraduate enrollment of 3,054 (fall 2023), and the campus size is 350 acres. It utilizes a semester-based academic calendar. University of Richmond's ranking in the 2025 edition of Best Colleges is National Liberal Arts Colleges, #22. Its tuition and fees are $65,230."
University of Rio Grande,regional-colleges-midwest,OH,Rio Grande,45674,midwest,True,private,https://www.usnews.com/dims4/USNEWS/28a5daf/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F94%2Fe114e9ea993e21da3e41fdaa7b2e71%2Fcollege-photo_7332.jpg,57,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1774,N/A,N/A,N/A,N/A,N/A,"University of Rio Grande is a private institution that was founded in 1876. It has a total undergraduate enrollment of 1,774 (fall 2022), and the campus size is 117 acres.  University of Rio Grande's ranking in the 2025 edition of Best Colleges is Regional Colleges Midwest, #57. "
University of Rochester,national-universities,NY,Rochester,14627,N/A,True,private,https://www.usnews.com/dims4/USNEWS/da43258/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F59%2Fd1%2F02f0709048048a54f6a5c4dc9f87%2Fyoutube.jpg,44,31,47,36,67124,3.7,2.9,N/A,6764,3.5,1400,31850.0,1400-1540,31-34,"University of Rochester is a private institution that was founded in 1850. It has a total undergraduate enrollment of 6,764 (fall 2023), its setting is urban, and the campus size is 707 acres. It utilizes a semester-based academic calendar. University of Rochester's ranking in the 2025 edition of Best Colleges is National Universities, #44. Its tuition and fees are $67,124."
University of Saint Francis,regional-universities-midwest,IN,Fort Wayne,46808,midwest,True,private,https://www.usnews.com/dims4/USNEWS/adcc1c1/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fe4%2F3dac7674fbcaac95ef16915f20a582%2Fcollege-photo_15076.jpg,43,18,80,97,36460,3.3,N/A,N/A,1601,N/A,920,23800.0,920-1130,18-25,"University of Saint Francis is a private institution that was founded in 1890. It has a total undergraduate enrollment of 1,601 (fall 2023), and the campus size is 100 acres. It utilizes a semester-based academic calendar. University of Saint Francis' ranking in the 2025 edition of Best Colleges is Regional Universities Midwest, #43. Its tuition and fees are $36,460."
University of Saint Joseph,regional-universities-north,CT,West Hartford,06117,north,True,private,https://www.usnews.com/dims4/USNEWS/d8d475a/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F84%2F69e0444231ad19f3bf24960766abca%2Fcollege-photo_18056.jpg,49,N/A,81,80,47278,3.5,N/A,N/A,879,N/A,960,33843.0,960-1250,N/A,"University of Saint Joseph is a private institution that was founded in 1932. It has a total undergraduate enrollment of 879 (fall 2023), its setting is suburban, and the campus size is 90 acres. It utilizes a semester-based academic calendar. University of Saint Joseph's ranking in the 2025 edition of Best Colleges is Regional Universities North, #49. Its tuition and fees are $47,278."
University of Saint Mary,regional-universities-midwest,KS,Leavenworth,66048,midwest,True,private,https://www.usnews.com/dims4/USNEWS/4a374f9/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F92%2Fc5c5a8ae0418448fad77def8c57132%2Fcollege-photo_2154.jpg,91,18,N/A,90,33890,3.4,N/A,N/A,1015,N/A,926,N/A,926-1093,18-24,"University of Saint Mary is a private institution that was founded in 1923. It has a total undergraduate enrollment of 1,015 (fall 2023), and the campus size is 200 acres.  University of Saint Mary's ranking in the 2025 edition of Best Colleges is Regional Universities Midwest, #91. Its tuition and fees are $33,890."
University of San Diego,national-universities,CA,San Diego,92110,N/A,True,private,https://www.usnews.com/dims4/USNEWS/58ae676/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F20%2F6354e6a66590f99d81ea8e96f5af4d%2F140830-515_copy.jpg,109,N/A,52,47,59486,N/A,3.7,N/A,5726,3.2,N/A,35257.0,N/A,N/A,"University of San Diego is a private institution that was founded in 1949. It has a total undergraduate enrollment of 5,726 (fall 2023), and the campus size is 180 acres. It utilizes a 4-1-4-based academic calendar. University of San Diego's ranking in the 2025 edition of Best Colleges is National Universities, #109. Its tuition and fees are $59,486."
University of San Francisco,national-universities,CA,San Francisco,94117,N/A,True,private,https://www.usnews.com/dims4/USNEWS/56d4de7/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2Fdf%2Ffc5de6933abdd6253e6dcd84358b28%2FUSF_2018-06-11-022_HERO.jpg,109,26,63,51,60492,3.7,N/A,N/A,5729,3.0,1210,49813.0,1210-1390,26-31,"University of San Francisco is a private institution that was founded in 1855. It has a total undergraduate enrollment of 5,729 (fall 2023), its setting is urban, and the campus size is 55 acres. It utilizes a semester-based academic calendar. University of San Francisco's ranking in the 2025 edition of Best Colleges is National Universities, #109. Its tuition and fees are $60,492."
University of Science and Arts of Oklahoma,national-liberal-arts-colleges,OK,Chickasha,73018,N/A,True,public,N/A,-1,21,N/A,56,19470,N/A,N/A,N/A,914,N/A,1043,N/A,1043-1188,21-25,"University of Science and Arts of Oklahoma is a public institution that was founded in 1908. It has a total undergraduate enrollment of 914 (fall 2023), its setting is suburban, and the campus size is 75 acres. It utilizes a trimester-based academic calendar. University of Science and Arts of Oklahoma's ranking in the 2025 edition of Best Colleges is National Liberal Arts Colleges, #187-204. Its in-state tuition and fees are $8,280; out-of-state tuition and fees are $19,470."
University of Scranton,regional-universities-north,PA,Scranton,18510,north,True,private,https://www.usnews.com/dims4/USNEWS/9a53b4f/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F6f%2Fd2c993a5b1df68f8a329caeb218da0%2Fcollege-photo_13758.jpg,6,25,61,81,52034,3.6,2.2,N/A,3666,2.4,1150,55125.0,1150-1320,25-30,"University of Scranton is a private institution that was founded in 1888. It has a total undergraduate enrollment of 3,666 (fall 2023), and the campus size is 58 acres. It utilizes a semester-based academic calendar. University of Scranton's ranking in the 2025 edition of Best Colleges is Regional Universities North, #6. Its tuition and fees are $52,034."
University of Silicon Valley,regional-colleges-west,CA,San Jose,95134,west,True,proprietary,https://www.usnews.com/dims4/USNEWS/0346dec/17177859217/thumbnail/420x420/quality/85/?url=https%3A%2F%2Fwww.usnews.com%2Fcmsmedia%2F94%2Fdfa29c027d86c944f9b63947b263f0%2Fcollege-photo_4701.jpg,13,N/A,N/A,65,27850,N/A,N/A,N/A,379,N/A,N/A,N/A,N/A,N/A,"University of Silicon Valley is a proprietary institution that was founded in 1887. It has a total undergraduate enrollment of 379 (fall 2022), and the campus size is 3 acres.  University of Silicon Valley's ranking in the 2025 edition of Best Colleges is Regional Colleges West, #13. Its tuition and fees are $27,850."
